airport,date,day,month,year,temp_max,temp_min
WMC,6-05-2015,05,6,2015,81,54,
WMC,6-06-2015,06,6,2015,82,53,
WMC,6-07-2015,07,6,2015,79,53,
WMC,6-08-2015,08,6,2015,82,55,
WMC,6-09-2015,09,6,2015,84,56,
WRL,6-01-2015,01,6,2015,85,53,
WRL,6-02-2015,02,6,2015,81,50,
WRL,6-03-2015,03,6,2015,77,54,
WRL,6-04-2015,04,6,2015,74,52,
WRL,6-05-2015,05,6,2015,78,55,
WRL,6-06-2015,06,6,2015,76,56,
WRL,6-07-2015,07,6,2015,78,55,
WRL,6-08-2015,08,6,2015,77,55,
WRL,6-09-2015,09,6,2015,79,55,
WVI,6-01-2015,01,6,2015,69,54,
WVI,6-02-2015,02,6,2015,75,52,
WVI,6-03-2015,03,6,2015,71,52,
WVI,6-04-2015,04,6,2015,64,52,
WVI,6-05-2015,05,6,2015,67,53,
WVI,6-06-2015,06,6,2015,70,55,
WVI,6-07-2015,07,6,2015,69,55,
WVI,6-08-2015,08,6,2015,72,55,
WVI,6-09-2015,09,6,2015,72,55,
XNA,6-01-2015,01,6,2015,74,57,
XNA,6-02-2015,02,6,2015,79,62,
XNA,6-03-2015,03,6,2015,84,63,
XNA,6-04-2015,04,6,2015,86,65,
XNA,6-05-2015,05,6,2015,87,66,
XNA,6-06-2015,06,6,2015,84,65,
XNA,6-07-2015,07,6,2015,88,66,
XNA,6-08-2015,08,6,2015,88,67,
XNA,6-09-2015,09,6,2015,84,66,
YAK,6-01-2015,01,6,2015,52,46,
YAK,6-02-2015,02,6,2015,53,45,
YAK,6-03-2015,03,6,2015,51,44,
YAK,6-04-2015,04,6,2015,51,44,
YAK,6-05-2015,05,6,2015,52,44,
YAK,6-06-2015,06,6,2015,52,44,
YAK,6-07-2015,07,6,2015,52,44,
YAK,6-08-2015,08,6,2015,52,44,
YAK,6-09-2015,09,6,2015,55,45,
YKM,6-01-2015,01,6,2015,84,56,
YKM,6-02-2015,02,6,2015,75,52,
YKM,6-03-2015,03,6,2015,76,51,
YKM,6-04-2015,04,6,2015,82,54,
YKM,6-05-2015,05,6,2015,90,58,
YKM,6-06-2015,06,6,2015,96,63,
YKM,6-07-2015,07,6,2015,101,65,
YKM,6-08-2015,08,6,2015,100,65,
YKM,6-09-2015,09,6,2015,98,62,
YNG,6-01-2015,01,6,2015,59,45,
YNG,6-02-2015,02,6,2015,72,52,
YNG,6-03-2015,03,6,2015,76,56,
YNG,6-04-2015,04,6,2015,78,60,
YNG,6-05-2015,05,6,2015,82,61,
YNG,6-06-2015,06,6,2015,78,56,
YNG,6-07-2015,07,6,2015,79,61,
YNG,6-08-2015,08,6,2015,77,61,
YNG,6-09-2015,09,6,2015,75,59,
ZZV,6-01-2015,01,6,2015,60,49,
ZZV,6-02-2015,02,6,2015,73,56,
ZZV,6-03-2015,03,6,2015,77,56,
ZZV,6-04-2015,04,6,2015,80,61,
ZZV,6-05-2015,05,6,2015,83,61,
ZZV,6-06-2015,06,6,2015,78,58,
ZZV,6-07-2015,07,6,2015,81,62,
ZZV,6-08-2015,08,6,2015,80,61,
ZZV,6-09-2015,09,6,2015,79,59,
ABE,6-29-2015,29,6,2015,79,64,
ABI,6-29-2015,29,6,2015,97,73,
ABQ,6-29-2015,29,6,2015,90,67,
ABR,6-29-2015,29,6,2015,86,58,
ABY,6-29-2015,29,6,2015,95,73,
ACT,6-29-2015,29,6,2015,93,73,
ACV,6-29-2015,29,6,2015,63,54,
ACY,6-29-2015,29,6,2015,78,67,
ADQ,6-29-2015,29,6,2015,64,52,
AEX,6-29-2015,29,6,2015,93,74,
AFW,6-29-2015,29,6,2015,95,74,
AGS,6-29-2015,29,6,2015,94,71,
AHN,6-29-2015,29,6,2015,91,68,
AIA,6-29-2015,29,6,2015,89,60,
AIG,6-29-2015,29,6,2015,74,55,
AKN,6-29-2015,29,6,2015,69,50,
AKO,6-29-2015,29,6,2015,89,62,
ALB,6-29-2015,29,6,2015,76,62,
ALI,6-29-2015,29,6,2015,96,75,
ALM,6-29-2015,29,6,2015,94,67,
ALO,6-29-2015,29,6,2015,81,61,
ALS,6-29-2015,29,6,2015,84,50,
ALW,6-29-2015,29,6,2015,108,77,
AMA,6-29-2015,29,6,2015,91,65,
AMG,6-30-2015,30,6,2015,71,50,
AMW,6-29-2015,29,6,2015,82,62,
ANB,6-29-2015,29,6,2015,89,69,
ANC,6-29-2015,29,6,2015,68,55,
ANN,6-29-2015,29,6,2015,67,54,
AOH,6-29-2015,29,6,2015,80,63,
AOO,6-29-2015,29,6,2015,73,60,
APC,6-29-2015,29,6,2015,81,55,
APF,6-29-2015,29,6,2015,89,75,
APN,6-29-2015,29,6,2015,72,55,
ARA,6-29-2015,29,6,2015,90,75,
ARM,6-30-2015,30,6,2015,63,40,
ART,6-29-2015,29,6,2015,73,60,
ASE,6-29-2015,29,6,2015,84,53,
AST,6-29-2015,29,6,2015,75,56,
ATL,6-29-2015,29,6,2015,90,69,
ATS,6-29-2015,29,6,2015,95,66,
ATW,6-29-2015,29,6,2015,77,58,
ATY,6-29-2015,29,6,2015,83,58,
AUG,6-29-2015,29,6,2015,70,57,
AUH,6-30-2015,30,6,2015,103,83,
AUM,6-29-2015,29,6,2015,79,60,
AUO,6-29-2015,29,6,2015,87,69,
AUS,6-29-2015,29,6,2015,93,73,
AUW,6-29-2015,29,6,2015,77,58,
AVL,6-29-2015,29,6,2015,85,61,
AVP,6-29-2015,29,6,2015,78,63,
AXN,6-29-2015,29,6,2015,80,57,
AZO,6-29-2015,29,6,2015,78,61,
BBW,6-29-2015,29,6,2015,89,62,
BDL,6-29-2015,29,6,2015,79,62,
BDR,6-29-2015,29,6,2015,75,64,
BDU,6-30-2015,30,6,2015,64,49,
BEH,6-29-2015,29,6,2015,73,61,
BET,6-29-2015,29,6,2015,74,52,
BFD,6-29-2015,29,6,2015,75,57,
BFL,6-29-2015,29,6,2015,100,73,
BGD,6-29-2015,29,6,2015,93,69,
BGM,6-29-2015,29,6,2015,76,60,
BGR,6-29-2015,29,6,2015,70,56,
BHK,6-30-2015,30,6,2015,108,76,
BHM,6-29-2015,29,6,2015,90,69,
BIH,6-29-2015,29,6,2015,103,65,
BIL,6-29-2015,29,6,2015,97,66,
BIS,6-29-2015,29,6,2015,86,57,
BKE,6-29-2015,29,6,2015,101,64,
BKW,6-29-2015,29,6,2015,80,61,
BLF,6-29-2015,29,6,2015,82,60,
BLH,6-29-2015,29,6,2015,110,81,
BLI,6-29-2015,29,6,2015,94,63,
BMG,6-29-2015,29,6,2015,82,64,
BMI,6-29-2015,29,6,2015,82,64,
BNA,6-29-2015,29,6,2015,88,67,
BNO,6-29-2015,29,6,2015,102,65,
BOI,6-29-2015,29,6,2015,107,75,
BOS,6-29-2015,29,6,2015,73,63,
BPI,6-29-2015,29,6,2015,94,54,
BPK,6-29-2015,29,6,2015,87,68,
BRL,6-29-2015,29,6,2015,83,64,
BRO,6-29-2015,29,6,2015,93,79,
BRW,6-29-2015,29,6,2015,39,35,
BTL,6-29-2015,29,6,2015,78,61,
BTM,6-29-2015,29,6,2015,93,56,
BTR,6-29-2015,29,6,2015,92,75,
BTT,6-29-2015,29,6,2015,75,51,
BTV,6-29-2015,29,6,2015,75,60,
BUF,6-29-2015,29,6,2015,78,61,
BUR,6-29-2015,29,6,2015,89,67,
BVO,6-29-2015,29,6,2015,89,67,
BVX,6-29-2015,29,6,2015,88,69,
BWG,6-29-2015,29,6,2015,87,67,
BWI,6-29-2015,29,6,2015,85,71,
BYG,6-29-2015,29,6,2015,87,64,
BYI,6-29-2015,29,6,2015,103,67,
BZN,6-29-2015,29,6,2015,94,61,
CAE,6-29-2015,29,6,2015,95,72,
CAG,6-30-2015,30,6,2015,88,68,
CAK,6-29-2015,29,6,2015,80,63,
CCR,6-29-2015,29,6,2015,82,58,
CCY,6-29-2015,29,6,2015,80,61,
CDB,6-29-2015,29,6,2015,58,47,
CDC,6-29-2015,29,6,2015,94,63,
CDR,6-29-2015,29,6,2015,90,61,
CDS,6-29-2015,29,6,2015,94,71,
CEC,6-29-2015,29,6,2015,58,54,
CEZ,6-29-2015,29,6,2015,91,56,
CGI,6-29-2015,29,6,2015,85,67,
CGZ,6-29-2015,29,6,2015,106,79,
CHA,6-29-2015,29,6,2015,89,67,
CHO,6-29-2015,29,6,2015,87,64,
CHS,6-29-2015,29,6,2015,92,75,
CID,6-29-2015,29,6,2015,82,61,
CKV,6-29-2015,29,6,2015,86,66,
CLE,6-29-2015,29,6,2015,73,66,
CLL,6-29-2015,29,6,2015,91,73,
CLT,6-29-2015,29,6,2015,93,68,
CMA,6-30-2015,30,6,2015,67,47,
CMH,6-29-2015,29,6,2015,81,63,
CMI,6-29-2015,29,6,2015,82,64,
CMY,6-29-2015,29,6,2015,81,59,
CNM,6-29-2015,29,6,2015,96,66,
CNO,6-29-2015,29,6,2015,94,67,
CNU,6-29-2015,29,6,2015,88,66,
CNY,6-29-2015,29,6,2015,104,70,
COD,6-29-2015,29,6,2015,90,62,
CON,6-29-2015,29,6,2015,77,58,
COS,6-29-2015,29,6,2015,85,60,
COU,6-29-2015,29,6,2015,85,66,
CPR,6-29-2015,29,6,2015,91,62,
CPS,6-29-2015,29,6,2015,85,67,
CPT,6-30-2015,30,6,2015,59,47,
CRE,6-29-2015,29,6,2015,89,75,
CRG,6-29-2015,29,6,2015,96,79,
CRP,6-29-2015,29,6,2015,91,78,
CRS,6-29-2015,29,6,2015,92,74,
CRW,6-29-2015,29,6,2015,83,63,
CSG,6-29-2015,29,6,2015,90,71,
CSM,6-29-2015,29,6,2015,91,68,
CSV,6-29-2015,29,6,2015,84,64,
CTB,6-29-2015,29,6,2015,91,57,
CTY,6-29-2015,29,6,2015,91,76,
CUB,6-29-2015,29,6,2015,95,72,
CVG,6-29-2015,29,6,2015,82,64,
CXO,6-29-2015,29,6,2015,93,75,
CYS,6-29-2015,29,6,2015,84,59,
DAB,6-29-2015,29,6,2015,94,74,
DAG,6-29-2015,29,6,2015,107,78,
DAL,6-29-2015,29,6,2015,94,75,
DAN,6-29-2015,29,6,2015,91,66,
DAY,6-29-2015,29,6,2015,82,66,
DBQ,6-29-2015,29,6,2015,81,61,
DCA,6-29-2015,29,6,2015,88,71,
DCU,6-29-2015,29,6,2015,91,68,
DDC,6-29-2015,29,6,2015,92,65,
DEC,6-29-2015,29,6,2015,83,64,
DEN,6-29-2015,29,6,2015,92,64,
DFI,6-29-2015,29,6,2015,79,62,
DFW,6-29-2015,29,6,2015,94,75,
DGW,6-29-2015,29,6,2015,87,61,
DHN,6-29-2015,29,6,2015,94,72,
DHT,6-29-2015,29,6,2015,92,63,
DIK,6-29-2015,29,6,2015,85,57,
DLH,6-29-2015,29,6,2015,68,57,
DLN,6-29-2015,29,6,2015,96,62,
DMN,6-29-2015,29,6,2015,94,65,
DMO,6-29-2015,29,6,2015,86,67,
DRA,6-29-2015,29,6,2015,105,76,
DRO,6-29-2015,29,6,2015,86,54,
DRT,6-29-2015,29,6,2015,95,74,
DSM,6-29-2015,29,6,2015,85,64,
DTO,6-29-2015,29,6,2015,88,71,
DTW,6-29-2015,29,6,2015,78,62,
DUG,6-29-2015,29,6,2015,95,67,
DUJ,6-29-2015,29,6,2015,76,61,
DVL,6-29-2015,29,6,2015,82,56,
DVN,6-29-2015,29,6,2015,83,62,
DVT,6-29-2015,29,6,2015,109,86,
DWH,6-29-2015,29,6,2015,93,75,
DYR,6-30-2015,30,6,2015,65,52,
EAR,6-29-2015,29,6,2015,87,62,
EAT,6-29-2015,29,6,2015,108,76,
EAU,6-29-2015,29,6,2015,81,59,
ECG,6-29-2015,29,6,2015,93,71,
EED,6-29-2015,29,6,2015,112,87,
EKN,6-29-2015,29,6,2015,77,59,
EKO,6-29-2015,29,6,2015,102,64,
ELD,6-29-2015,29,6,2015,92,71,
ELM,6-29-2015,29,6,2015,77,59,
ELP,6-29-2015,29,6,2015,96,74,
ELY,6-29-2015,29,6,2015,95,60,
EMP,6-29-2015,29,6,2015,88,65,
ENW,6-29-2015,29,6,2015,78,61,
EPH,6-29-2015,29,6,2015,108,76,
ERI,6-29-2015,29,6,2015,72,63,
ERV,6-29-2015,29,6,2015,94,71,
EST,6-29-2015,29,6,2015,82,59,
EUG,6-29-2015,29,6,2015,95,64,
EVV,6-29-2015,29,6,2015,85,67,
EVW,6-29-2015,29,6,2015,92,62,
EWN,6-29-2015,29,6,2015,94,73,
EWR,6-29-2015,29,6,2015,78,67,
EYW,6-29-2015,29,6,2015,88,81,
FAI,6-29-2015,29,6,2015,76,51,
FAR,6-29-2015,29,6,2015,83,57,
FAT,6-29-2015,29,6,2015,99,71,
FAY,6-29-2015,29,6,2015,94,72,
FCM,6-29-2015,29,6,2015,82,62,
FDR,6-29-2015,29,6,2015,94,72,
FFT,6-29-2015,29,6,2015,85,64,
FKA,6-29-2015,29,6,2015,79,60,
FLD,6-29-2015,29,6,2015,79,60,
FLG,6-29-2015,29,6,2015,84,54,
FLL,6-29-2015,29,6,2015,92,79,
FLO,6-29-2015,29,6,2015,96,73,
FLP,6-29-2015,29,6,2015,87,67,
FMY,6-29-2015,29,6,2015,92,75,
FNB,6-30-2015,30,6,2015,73,55,
FNL,6-29-2015,29,6,2015,90,62,
FNT,6-29-2015,29,6,2015,78,60,
FPR,6-29-2015,29,6,2015,94,74,
FSD,6-29-2015,29,6,2015,85,62,
FSM,6-29-2015,29,6,2015,91,70,
FST,6-29-2015,29,6,2015,95,69,
FTW,6-29-2015,29,6,2015,95,74,
FTY,6-29-2015,29,6,2015,90,69,
FVE,6-29-2015,29,6,2015,68,53,
FWA,6-29-2015,29,6,2015,79,61,
FXE,6-29-2015,29,6,2015,92,79,
FYV,6-29-2015,29,6,2015,86,67,
GAD,6-29-2015,29,6,2015,90,66,
GAG,6-29-2015,29,6,2015,92,67,
GCC,6-29-2015,29,6,2015,87,62,
GCK,6-29-2015,29,6,2015,94,65,
GCN,6-29-2015,29,6,2015,88,54,
GED,6-29-2015,29,6,2015,87,69,
GEG,6-29-2015,29,6,2015,104,69,
GEY,6-29-2015,29,6,2015,101,69,
GFK,6-29-2015,29,6,2015,82,56,
GGG,6-29-2015,29,6,2015,90,73,
GGW,6-29-2015,29,6,2015,92,63,
GJT,6-29-2015,29,6,2015,98,66,
GLD,6-29-2015,29,6,2015,91,62,
GLE,6-29-2015,29,6,2015,91,71,
GLH,6-29-2015,29,6,2015,91,72,
GLR,6-29-2015,29,6,2015,72,54,
GLS,6-29-2015,29,6,2015,89,80,
GNV,6-29-2015,29,6,2015,93,73,
GPI,6-29-2015,29,6,2015,84,74,
GPT,6-29-2015,29,6,2015,89,76,
GRB,6-29-2015,29,6,2015,77,59,
GRI,6-29-2015,29,6,2015,86,62,
GRR,6-29-2015,29,6,2015,77,60,
GSH,6-29-2015,29,6,2015,78,61,
GSO,6-29-2015,29,6,2015,91,66,
GSP,6-29-2015,29,6,2015,91,68,
GTF,6-29-2015,29,6,2015,95,62,
GTR,6-29-2015,29,6,2015,90,70,
GUM,6-30-2015,30,6,2015,86,81,
GUY,6-29-2015,29,6,2015,93,66,
GVL,6-29-2015,29,6,2015,88,68,
GVT,6-29-2015,29,6,2015,91,72,
GWO,6-29-2015,29,6,2015,90,71,
GXY,6-29-2015,29,6,2015,91,61,
GYI,6-30-2015,30,6,2015,84,63,
HBG,6-29-2015,29,6,2015,92,73,
HBR,6-29-2015,29,6,2015,92,70,
HDE,6-29-2015,29,6,2015,87,61,
HEI,6-30-2015,30,6,2015,66,55,
HEZ,6-29-2015,29,6,2015,89,73,
HGR,6-29-2015,29,6,2015,83,66,
HHR,6-29-2015,29,6,2015,76,67,
HIO,6-29-2015,29,6,2015,97,65,
HKS,6-29-2015,29,6,2015,90,72,
HKY,6-29-2015,29,6,2015,90,65,
HLG,6-29-2015,29,6,2015,81,61,
HLN,6-29-2015,29,6,2015,99,66,
HNL,6-29-2015,29,6,2015,87,74,
HOB,6-29-2015,29,6,2015,92,64,
HON,6-29-2015,29,6,2015,88,59,
HOT,6-29-2015,29,6,2015,90,71,
HOU,6-29-2015,29,6,2015,93,75,
HQM,6-29-2015,29,6,2015,76,57,
HRL,6-29-2015,29,6,2015,96,77,
HRO,6-29-2015,29,6,2015,85,66,
HSI,6-29-2015,29,6,2015,87,63,
HSV,6-29-2015,29,6,2015,91,68,
HTL,6-29-2015,29,6,2015,73,55,
HTS,6-29-2015,29,6,2015,84,64,
HUF,6-29-2015,29,6,2015,82,65,
HUL,6-29-2015,29,6,2015,71,55,
HVR,6-29-2015,29,6,2015,93,60,
HWD,6-29-2015,29,6,2015,72,58,
HWO,6-29-2015,29,6,2015,91,79,
IAD,6-29-2015,29,6,2015,88,71,
IAH,6-29-2015,29,6,2015,93,75,
ICT,6-29-2015,29,6,2015,90,68,
IDA,6-29-2015,29,6,2015,101,57,
IEN,6-29-2015,29,6,2015,88,60,
IGM,6-29-2015,29,6,2015,103,75,
ILE,6-29-2015,29,6,2015,94,72,
ILG,6-29-2015,29,6,2015,83,67,
ILM,6-29-2015,29,6,2015,91,74,
IML,6-29-2015,29,6,2015,92,61,
IND,6-29-2015,29,6,2015,82,63,
INJ,6-30-2015,30,6,2015,68,46,
INK,6-29-2015,29,6,2015,98,70,
INL,6-29-2015,29,6,2015,78,54,
INW,6-29-2015,29,6,2015,98,64,
IOW,6-29-2015,29,6,2015,82,62,
IPL,6-29-2015,29,6,2015,108,80,
IPT,6-29-2015,29,6,2015,80,62,
IRK,6-29-2015,29,6,2015,84,64,
ISN,6-29-2015,29,6,2015,89,60,
ISP,6-29-2015,29,6,2015,77,65,
ISW,6-29-2015,29,6,2015,80,59,
ITO,6-29-2015,29,6,2015,83,70,
ITR,6-30-2015,30,6,2015,89,69,
IXD,6-30-2015,30,6,2015,93,82,
JAC,6-29-2015,29,6,2015,93,52,
JAN,6-29-2015,29,6,2015,90,72,
JAX,6-29-2015,29,6,2015,96,79,
JBR,6-29-2015,29,6,2015,87,68,
JCT,6-29-2015,29,6,2015,95,71,
JEF,6-29-2015,29,6,2015,85,66,
JER,6-29-2015,29,6,2015,68,57,
JFK,6-29-2015,29,6,2015,78,67,
JKL,6-29-2015,29,6,2015,82,64,
JLN,6-29-2015,29,6,2015,86,67,
JMS,6-29-2015,29,6,2015,82,57,
JRF,6-29-2015,29,6,2015,87,74,
JST,6-29-2015,29,6,2015,78,60,
JXN,6-29-2015,29,6,2015,77,60,
KOA,6-29-2015,29,6,2015,85,75,
LAA,6-29-2015,29,6,2015,94,62,
LAF,6-29-2015,29,6,2015,80,62,
LAL,6-29-2015,29,6,2015,94,73,
LAN,6-29-2015,29,6,2015,77,59,
LAR,6-29-2015,29,6,2015,84,56,
LAS,6-29-2015,29,6,2015,107,84,
LAW,6-29-2015,29,6,2015,92,70,
LAX,6-29-2015,29,6,2015,84,67,
LBB,6-29-2015,29,6,2015,92,68,
LBF,6-29-2015,29,6,2015,90,60,
LCH,6-29-2015,29,6,2015,91,74,
LEE,6-29-2015,29,6,2015,95,76,
LEX,6-29-2015,29,6,2015,85,65,
LFK,6-29-2015,29,6,2015,95,75,
LFT,6-29-2015,29,6,2015,91,75,
LGA,6-29-2015,29,6,2015,78,67,
LGB,6-29-2015,29,6,2015,80,67,
LIH,6-29-2015,29,6,2015,84,74,
LIT,6-29-2015,29,6,2015,91,71,
LMT,6-29-2015,29,6,2015,96,61,
LNK,6-29-2015,29,6,2015,88,64,
LNR,6-29-2015,29,6,2015,81,61,
LOU,6-29-2015,29,6,2015,87,66,
LOZ,6-29-2015,29,6,2015,86,64,
LRD,6-29-2015,29,6,2015,99,76,
LRF,6-29-2015,29,6,2015,91,70,
LRU,6-29-2015,29,6,2015,96,69,
LSE,6-29-2015,29,6,2015,82,62,
LUD,6-29-2015,29,6,2015,70,46,
LVK,6-29-2015,29,6,2015,86,59,
LVM,6-29-2015,29,6,2015,95,60,
LWB,6-29-2015,29,6,2015,84,58,
LWC,6-29-2015,29,6,2015,87,65,
LWS,6-29-2015,29,6,2015,107,75,
LWT,6-29-2015,29,6,2015,92,62,
LWV,6-29-2015,29,6,2015,84,65,
LXN,6-29-2015,29,6,2015,88,61,
LXV,6-29-2015,29,6,2015,75,43,
LYH,6-29-2015,29,6,2015,89,64,
MAE,6-29-2015,29,6,2015,98,66,
MAF,6-29-2015,29,6,2015,98,71,
MBG,6-29-2015,29,6,2015,88,60,
MBS,6-29-2015,29,6,2015,78,59,
MCB,6-29-2015,29,6,2015,89,72,
MCE,6-29-2015,29,6,2015,95,64,
MCG,6-29-2015,29,6,2015,76,53,
MCI,6-29-2015,29,6,2015,87,67,
MCK,6-29-2015,29,6,2015,94,62,
MCN,6-29-2015,29,6,2015,93,70,
MCO,6-29-2015,29,6,2015,95,75,
MCW,6-29-2015,29,6,2015,81,61,
MDD,6-29-2015,29,6,2015,98,71,
MDH,6-29-2015,29,6,2015,85,66,
MDT,6-29-2015,29,6,2015,82,65,
MDZ,6-29-2015,29,6,2015,68,45,
MEI,6-29-2015,29,6,2015,89,69,
MEM,6-29-2015,29,6,2015,89,71,
MEZ,6-30-2015,30,6,2015,72,36,
MFD,6-29-2015,29,6,2015,78,63,
MFE,6-29-2015,29,6,2015,98,79,
MFI,6-29-2015,29,6,2015,78,59,
MFR,6-29-2015,29,6,2015,102,70,
MGM,6-29-2015,29,6,2015,92,72,
MGW,6-29-2015,29,6,2015,80,65,
MHE,6-29-2015,29,6,2015,89,62,
MHK,6-29-2015,29,6,2015,89,65,
MHT,6-29-2015,29,6,2015,77,60,
MIA,6-29-2015,29,6,2015,92,79,
MIC,6-29-2015,29,6,2015,82,62,
MIE,6-29-2015,29,6,2015,79,63,
MIW,6-29-2015,29,6,2015,81,61,
MKC,6-29-2015,29,6,2015,87,67,
MKE,6-29-2015,29,6,2015,76,60,
MKG,6-29-2015,29,6,2015,74,60,
MKL,6-29-2015,29,6,2015,90,68,
MKO,6-29-2015,29,6,2015,89,70,
MKT,6-29-2015,29,6,2015,82,61,
MLB,6-29-2015,29,6,2015,93,76,
MLC,6-29-2015,29,6,2015,89,72,
MLI,6-29-2015,29,6,2015,83,62,
MLS,6-29-2015,29,6,2015,91,63,
MLT,6-29-2015,29,6,2015,72,56,
MLU,6-29-2015,29,6,2015,94,74,
MOB,6-29-2015,29,6,2015,90,76,
MOD,6-29-2015,29,6,2015,95,65,
MOT,6-29-2015,29,6,2015,84,57,
MPO,6-29-2015,29,6,2015,70,59,
MPV,6-29-2015,29,6,2015,71,56,
MRB,6-29-2015,29,6,2015,84,63,
MRF,6-29-2015,29,6,2015,88,59,
MRH,6-29-2015,29,6,2015,86,74,
MRY,6-29-2015,29,6,2015,68,56,
MSL,6-29-2015,29,6,2015,91,67,
MSN,6-29-2015,29,6,2015,80,61,
MSO,6-29-2015,29,6,2015,101,63,
MSP,6-29-2015,29,6,2015,82,62,
MSS,6-29-2015,29,6,2015,74,58,
MSY,6-29-2015,29,6,2015,91,76,
MTH,6-29-2015,29,6,2015,91,81,
MTJ,6-29-2015,29,6,2015,94,64,
MTO,6-29-2015,29,6,2015,81,64,
MTW,6-29-2015,29,6,2015,71,57,
MUO,6-29-2015,29,6,2015,106,71,
MWH,6-29-2015,29,6,2015,109,72,
MWL,6-29-2015,29,6,2015,93,72,
MYF,6-29-2015,29,6,2015,73,67,
MYL,6-29-2015,29,6,2015,97,61,
MYV,6-29-2015,29,6,2015,97,62,
NGF,6-29-2015,29,6,2015,83,74,
NUQ,6-29-2015,29,6,2015,77,59,
NYL,6-29-2015,29,6,2015,109,82,
OAK,6-29-2015,29,6,2015,67,56,
ODX,6-29-2015,29,6,2015,89,60,
OFK,6-29-2015,29,6,2015,87,63,
OGB,6-29-2015,29,6,2015,95,72,
OGG,6-29-2015,29,6,2015,88,72,
OJC,6-29-2015,29,6,2015,85,66,
OKC,6-29-2015,29,6,2015,90,71,
OLF,6-29-2015,29,6,2015,93,60,
OLM,6-29-2015,29,6,2015,97,59,
OLS,6-29-2015,29,6,2015,96,68,
OLZ,6-29-2015,29,6,2015,81,61,
OMA,6-29-2015,29,6,2015,87,64,
OME,6-29-2015,29,6,2015,60,49,
OMK,6-29-2015,29,6,2015,106,68,
ONA,6-29-2015,29,6,2015,81,62,
ONO,6-29-2015,29,6,2015,110,76,
ONT,6-29-2015,29,6,2015,94,68,
OPF,6-29-2015,29,6,2015,92,79,
ORD,6-29-2015,29,6,2015,77,66,
ORF,6-29-2015,29,6,2015,94,72,
ORH,6-29-2015,29,6,2015,75,60,
ORL,6-29-2015,29,6,2015,95,75,
OSH,6-29-2015,29,6,2015,77,61,
OTH,6-29-2015,29,6,2015,68,56,
OTM,6-29-2015,29,6,2015,82,62,
OTZ,6-29-2015,29,6,2015,61,50,
OWB,6-29-2015,29,6,2015,86,67,
PAH,6-29-2015,29,6,2015,88,68,
PBF,6-29-2015,29,6,2015,91,70,
PBG,6-29-2015,29,6,2015,72,59,
PBI,6-29-2015,29,6,2015,94,78,
PDC,6-29-2015,29,6,2015,81,61,
PDK,6-29-2015,29,6,2015,90,69,
PDT,6-29-2015,29,6,2015,105,70,
PDX,6-29-2015,29,6,2015,97,65,
PEQ,6-29-2015,29,6,2015,97,68,
PFN,6-29-2015,29,6,2015,89,76,
PGA,6-29-2015,29,6,2015,100,74,
PGD,6-29-2015,29,6,2015,92,72,
PHL,6-29-2015,29,6,2015,83,67,
PHP,6-29-2015,29,6,2015,89,60,
PHX,6-29-2015,29,6,2015,109,86,
PIA,6-29-2015,29,6,2015,83,64,
PIB,6-29-2015,29,6,2015,90,71,
PIH,6-29-2015,29,6,2015,103,63,
PIR,6-29-2015,29,6,2015,89,62,
PIT,6-29-2015,29,6,2015,81,63,
PKB,6-29-2015,29,6,2015,81,63,
PLN,6-29-2015,29,6,2015,72,51,
PMD,6-29-2015,29,6,2015,99,72,
PMP,6-29-2015,29,6,2015,94,78,
PNC,6-29-2015,29,6,2015,91,70,
PNS,6-29-2015,29,6,2015,91,78,
POF,6-29-2015,29,6,2015,86,68,
POU,6-29-2015,29,6,2015,78,62,
PRB,6-29-2015,29,6,2015,88,56,
PRC,6-29-2015,29,6,2015,89,61,
PRX,6-29-2015,29,6,2015,90,72,
PSC,6-29-2015,29,6,2015,110,73,
PSF,6-29-2015,29,6,2015,73,58,
PSN,6-29-2015,29,6,2015,89,72,
PSP,6-29-2015,29,6,2015,109,82,
PSX,6-29-2015,29,6,2015,90,78,
PUB,6-29-2015,29,6,2015,91,63,
PUW,6-29-2015,29,6,2015,101,65,
PVD,6-29-2015,29,6,2015,75,62,
PWA,6-29-2015,29,6,2015,90,71,
PWM,6-29-2015,29,6,2015,70,58,
RAC,6-29-2015,29,6,2015,74,61,
RAL,6-29-2015,29,6,2015,96,68,
RAP,6-29-2015,29,6,2015,87,62,
RBD,6-29-2015,29,6,2015,94,75,
RBG,6-29-2015,29,6,2015,96,66,
RBL,6-29-2015,29,6,2015,104,72,
RDD,6-29-2015,29,6,2015,106,75,
RDG,6-29-2015,29,6,2015,80,64,
RDM,6-29-2015,29,6,2015,100,61,
RDU,6-29-2015,29,6,2015,94,69,
REO,6-29-2015,29,6,2015,105,68,
RFD,6-29-2015,29,6,2015,81,62,
RHI,6-29-2015,29,6,2015,75,55,
RIC,6-29-2015,29,6,2015,92,68,
RIL,6-29-2015,29,6,2015,95,60,
RIV,6-29-2015,29,6,2015,96,68,
RIW,6-29-2015,29,6,2015,94,65,
RKP,6-29-2015,29,6,2015,91,80,
RKS,6-29-2015,29,6,2015,92,64,
RMG,6-29-2015,29,6,2015,90,67,
RNO,6-29-2015,29,6,2015,97,66,
ROA,6-29-2015,29,6,2015,88,63,
ROC,6-29-2015,29,6,2015,77,63,
