airport,date,day,month,year,temp_max,temp_min
GVT,9-03-2015,03,9,2015,95,73,
GWO,9-03-2015,03,9,2015,92,70,
GXY,9-03-2015,03,9,2015,90,53,
GYI,9-04-2015,04,9,2015,84,63,
HBG,9-03-2015,03,9,2015,92,72,
HBR,9-03-2015,03,9,2015,96,70,
HDE,9-03-2015,03,9,2015,88,64,
HEI,9-04-2015,04,9,2015,63,52,
HEZ,9-03-2015,03,9,2015,90,71,
HGR,9-03-2015,03,9,2015,90,67,
HHR,9-03-2015,03,9,2015,72,63,
HIO,9-03-2015,03,9,2015,73,54,
HKS,9-03-2015,03,9,2015,93,72,
HKY,9-03-2015,03,9,2015,91,67,
HLG,9-03-2015,03,9,2015,89,64,
HLN,9-03-2015,03,9,2015,76,48,
HNL,9-03-2015,03,9,2015,90,78,
HOB,9-03-2015,03,9,2015,93,65,
HON,9-03-2015,03,9,2015,86,63,
HOT,9-03-2015,03,9,2015,93,70,
HOU,9-03-2015,03,9,2015,93,76,
HQM,9-03-2015,03,9,2015,64,50,
HRL,9-03-2015,03,9,2015,98,76,
HRO,9-03-2015,03,9,2015,89,67,
HSI,9-03-2015,03,9,2015,90,67,
HSV,9-03-2015,03,9,2015,89,69,
HTL,9-03-2015,03,9,2015,85,62,
HTS,9-03-2015,03,9,2015,89,66,
HUF,9-03-2015,03,9,2015,90,66,
HUL,9-03-2015,03,9,2015,83,58,
HVR,9-03-2015,03,9,2015,77,46,
HWD,9-03-2015,03,9,2015,71,58,
HWO,9-03-2015,03,9,2015,90,78,
IAD,9-03-2015,03,9,2015,92,71,
IAH,9-03-2015,03,9,2015,93,76,
ICT,9-03-2015,03,9,2015,91,70,
IDA,9-03-2015,03,9,2015,78,46,
IEN,9-03-2015,03,9,2015,89,58,
IGM,9-03-2015,03,9,2015,93,66,
ILE,9-03-2015,03,9,2015,95,73,
ILG,9-03-2015,03,9,2015,91,67,
ILM,9-03-2015,03,9,2015,89,70,
IML,9-03-2015,03,9,2015,91,61,
IND,9-03-2015,03,9,2015,88,65,
INJ,9-04-2015,04,9,2015,73,44,
INK,9-03-2015,03,9,2015,99,72,
INL,9-03-2015,03,9,2015,79,58,
INW,9-03-2015,03,9,2015,87,56,
IOW,9-03-2015,03,9,2015,88,67,
IPL,9-03-2015,03,9,2015,103,72,
IPT,9-03-2015,03,9,2015,90,62,
IRK,9-03-2015,03,9,2015,89,67,
ISN,9-03-2015,03,9,2015,87,53,
ISP,9-03-2015,03,9,2015,87,69,
ISW,9-03-2015,03,9,2015,87,64,
ITO,9-03-2015,03,9,2015,86,74,
ITR,9-04-2015,04,9,2015,85,64,
IXD,9-04-2015,04,9,2015,87,77,
JAC,9-03-2015,03,9,2015,74,41,
JAN,9-03-2015,03,9,2015,93,72,
JAX,9-03-2015,03,9,2015,94,78,
JBR,9-03-2015,03,9,2015,89,69,
JCT,9-03-2015,03,9,2015,97,72,
JEF,9-03-2015,03,9,2015,90,69,
JER,9-03-2015,03,9,2015,63,55,
JFK,9-03-2015,03,9,2015,90,73,
JKL,9-03-2015,03,9,2015,86,67,
JLN,9-03-2015,03,9,2015,90,69,
JMS,9-03-2015,03,9,2015,83,59,
JRF,9-03-2015,03,9,2015,90,78,
JST,9-03-2015,03,9,2015,85,60,
JXN,9-03-2015,03,9,2015,86,64,
KOA,9-03-2015,03,9,2015,89,78,
LAA,9-03-2015,03,9,2015,96,61,
LAF,9-03-2015,03,9,2015,88,64,
LAL,9-03-2015,03,9,2015,92,73,
LAN,9-03-2015,03,9,2015,88,64,
LAR,9-03-2015,03,9,2015,78,47,
LAS,9-03-2015,03,9,2015,97,71,
LAW,9-03-2015,03,9,2015,94,70,
LAX,9-03-2015,03,9,2015,78,61,
LBB,9-03-2015,03,9,2015,94,68,
LBF,9-03-2015,03,9,2015,89,61,
LCH,9-03-2015,03,9,2015,91,74,
LEE,9-03-2015,03,9,2015,91,75,
LEX,9-03-2015,03,9,2015,88,66,
LFK,9-03-2015,03,9,2015,92,71,
LFT,9-03-2015,03,9,2015,93,74,
LGA,9-03-2015,03,9,2015,90,73,
LGB,9-03-2015,03,9,2015,76,64,
LIH,9-03-2015,03,9,2015,87,77,
LIT,9-03-2015,03,9,2015,94,72,
LMT,9-03-2015,03,9,2015,77,41,
LNK,9-03-2015,03,9,2015,91,69,
LNR,9-03-2015,03,9,2015,88,65,
LOU,9-03-2015,03,9,2015,91,68,
LOZ,9-03-2015,03,9,2015,89,67,
LRD,9-03-2015,03,9,2015,102,77,
LRF,9-03-2015,03,9,2015,94,69,
LRU,9-03-2015,03,9,2015,94,67,
LSE,9-03-2015,03,9,2015,88,67,
LUD,9-03-2015,03,9,2015,80,56,
LVK,9-03-2015,03,9,2015,82,58,
LVM,9-03-2015,03,9,2015,78,46,
LWB,9-03-2015,03,9,2015,87,61,
LWC,9-03-2015,03,9,2015,90,68,
LWS,9-03-2015,03,9,2015,78,53,
LWT,9-03-2015,03,9,2015,76,46,
LWV,9-03-2015,03,9,2015,90,66,
LXN,9-03-2015,03,9,2015,88,65,
LXV,9-03-2015,03,9,2015,66,38,
LYH,9-03-2015,03,9,2015,91,66,
MAE,9-03-2015,03,9,2015,89,57,
MAF,9-03-2015,03,9,2015,97,74,
MBG,9-03-2015,03,9,2015,88,61,
MBS,9-03-2015,03,9,2015,88,64,
MCB,9-03-2015,03,9,2015,92,71,
MCE,9-03-2015,03,9,2015,87,56,
MCG,9-03-2015,03,9,2015,58,41,
MCI,9-03-2015,03,9,2015,92,72,
MCK,9-03-2015,03,9,2015,92,64,
MCN,9-03-2015,03,9,2015,95,71,
MCO,9-03-2015,03,9,2015,89,76,
MCW,9-03-2015,03,9,2015,86,65,
MDD,9-03-2015,03,9,2015,97,74,
MDH,9-03-2015,03,9,2015,90,68,
MDT,9-03-2015,03,9,2015,89,66,
MDZ,9-03-2015,03,9,2015,68,47,
MEI,9-03-2015,03,9,2015,91,69,
MEM,9-03-2015,03,9,2015,92,71,
MEZ,9-04-2015,04,9,2015,85,51,
MFD,9-03-2015,03,9,2015,87,63,
MFE,9-03-2015,03,9,2015,101,80,
MFI,9-03-2015,03,9,2015,85,64,
MFR,9-03-2015,03,9,2015,84,52,
MGM,9-03-2015,03,9,2015,93,72,
MGW,9-03-2015,03,9,2015,90,66,
MHE,9-03-2015,03,9,2015,87,65,
MHK,9-03-2015,03,9,2015,92,68,
MHT,9-03-2015,03,9,2015,91,63,
MIA,9-03-2015,03,9,2015,91,78,
MIC,9-03-2015,03,9,2015,85,68,
MIE,9-03-2015,03,9,2015,85,64,
MIW,9-03-2015,03,9,2015,86,66,
MKC,9-03-2015,03,9,2015,92,72,
MKE,9-03-2015,03,9,2015,86,68,
MKG,9-03-2015,03,9,2015,85,68,
MKL,9-03-2015,03,9,2015,91,69,
MKO,9-03-2015,03,9,2015,91,70,
MKT,9-03-2015,03,9,2015,85,66,
MLB,9-03-2015,03,9,2015,88,75,
MLC,9-03-2015,03,9,2015,94,72,
MLI,9-03-2015,03,9,2015,89,67,
MLS,9-03-2015,03,9,2015,86,53,
MLT,9-03-2015,03,9,2015,85,61,
MLU,9-03-2015,03,9,2015,94,72,
MOB,9-03-2015,03,9,2015,92,75,
MOD,9-03-2015,03,9,2015,89,58,
MOT,9-03-2015,03,9,2015,87,55,
MPO,9-03-2015,03,9,2015,82,58,
MPV,9-03-2015,03,9,2015,85,59,
MRB,9-03-2015,03,9,2015,88,64,
MRF,9-03-2015,03,9,2015,88,59,
MRH,9-03-2015,03,9,2015,85,72,
MRY,9-03-2015,03,9,2015,69,58,
MSL,9-03-2015,03,9,2015,90,68,
MSN,9-03-2015,03,9,2015,88,67,
MSO,9-03-2015,03,9,2015,72,44,
MSP,9-03-2015,03,9,2015,85,68,
MSS,9-03-2015,03,9,2015,86,62,
MSY,9-03-2015,03,9,2015,92,78,
MTH,9-03-2015,03,9,2015,92,82,
MTJ,9-03-2015,03,9,2015,84,54,
MTO,9-03-2015,03,9,2015,89,67,
MTW,9-03-2015,03,9,2015,83,65,
MUO,9-03-2015,03,9,2015,79,49,
MWH,9-03-2015,03,9,2015,76,48,
MWL,9-03-2015,03,9,2015,94,72,
MYF,9-03-2015,03,9,2015,74,64,
MYL,9-03-2015,03,9,2015,69,40,
MYV,9-03-2015,03,9,2015,87,55,
NGF,9-03-2015,03,9,2015,85,77,
NUQ,9-03-2015,03,9,2015,72,58,
NYL,9-03-2015,03,9,2015,103,77,
OAK,9-03-2015,03,9,2015,70,58,
ODX,9-03-2015,03,9,2015,88,63,
OFK,9-03-2015,03,9,2015,86,66,
OGB,9-03-2015,03,9,2015,94,70,
OGG,9-03-2015,03,9,2015,89,75,
OJC,9-03-2015,03,9,2015,89,68,
OKC,9-03-2015,03,9,2015,91,73,
OLF,9-03-2015,03,9,2015,87,50,
OLM,9-03-2015,03,9,2015,71,47,
OLS,9-03-2015,03,9,2015,89,62,
OLZ,9-03-2015,03,9,2015,86,65,
OMA,9-03-2015,03,9,2015,88,70,
OME,9-03-2015,03,9,2015,50,44,
OMK,9-03-2015,03,9,2015,75,50,
ONA,9-03-2015,03,9,2015,86,66,
ONO,9-03-2015,03,9,2015,81,51,
ONT,9-03-2015,03,9,2015,85,60,
OPF,9-03-2015,03,9,2015,91,78,
ORD,9-03-2015,03,9,2015,89,72,
ORF,9-03-2015,03,9,2015,89,71,
ORH,9-03-2015,03,9,2015,84,62,
ORL,9-03-2015,03,9,2015,89,76,
OSH,9-03-2015,03,9,2015,85,66,
OTH,9-03-2015,03,9,2015,65,52,
OTM,9-03-2015,03,9,2015,88,67,
OTZ,9-03-2015,03,9,2015,49,43,
OWB,9-03-2015,03,9,2015,91,68,
PAH,9-03-2015,03,9,2015,91,68,
PBF,9-03-2015,03,9,2015,92,70,
PBG,9-03-2015,03,9,2015,86,62,
PBI,9-03-2015,03,9,2015,90,76,
PDC,9-03-2015,03,9,2015,88,66,
PDK,9-03-2015,03,9,2015,89,69,
PDT,9-03-2015,03,9,2015,75,48,
PDX,9-03-2015,03,9,2015,73,54,
PEQ,9-03-2015,03,9,2015,100,70,
PFN,9-03-2015,03,9,2015,91,76,
PGA,9-03-2015,03,9,2015,90,64,
PGD,9-03-2015,03,9,2015,91,74,
PHL,9-03-2015,03,9,2015,93,68,
PHP,9-03-2015,03,9,2015,89,59,
PHX,9-03-2015,03,9,2015,102,80,
PIA,9-03-2015,03,9,2015,92,69,
PIB,9-03-2015,03,9,2015,90,70,
PIH,9-03-2015,03,9,2015,81,47,
PIR,9-03-2015,03,9,2015,89,62,
PIT,9-03-2015,03,9,2015,90,64,
PKB,9-03-2015,03,9,2015,89,65,
PLN,9-03-2015,03,9,2015,85,62,
PMD,9-03-2015,03,9,2015,88,59,
PMP,9-03-2015,03,9,2015,90,77,
PNC,9-03-2015,03,9,2015,93,71,
PNS,9-03-2015,03,9,2015,91,77,
POF,9-03-2015,03,9,2015,91,69,
POU,9-03-2015,03,9,2015,91,62,
PRB,9-03-2015,03,9,2015,82,51,
PRC,9-03-2015,03,9,2015,78,52,
PRX,9-03-2015,03,9,2015,95,72,
PSC,9-03-2015,03,9,2015,78,47,
PSF,9-03-2015,03,9,2015,85,60,
PSN,9-03-2015,03,9,2015,94,71,
PSP,9-03-2015,03,9,2015,101,72,
PSX,9-03-2015,03,9,2015,90,79,
PUB,9-03-2015,03,9,2015,96,62,
PUW,9-03-2015,03,9,2015,72,45,
PVD,9-03-2015,03,9,2015,89,65,
PWA,9-03-2015,03,9,2015,91,73,
PWM,9-03-2015,03,9,2015,85,62,
RAC,9-03-2015,03,9,2015,85,68,
RAL,9-03-2015,03,9,2015,86,59,
RAP,9-03-2015,03,9,2015,87,58,
RBD,9-03-2015,03,9,2015,97,76,
RBG,9-03-2015,03,9,2015,79,54,
RBL,9-03-2015,03,9,2015,89,59,
RDD,9-03-2015,03,9,2015,90,59,
RDG,9-03-2015,03,9,2015,90,65,
RDM,9-03-2015,03,9,2015,73,39,
RDU,9-03-2015,03,9,2015,92,69,
REO,9-03-2015,03,9,2015,83,48,
RFD,9-03-2015,03,9,2015,90,67,
RHI,9-03-2015,03,9,2015,81,62,
RIC,9-03-2015,03,9,2015,91,68,
RIL,9-03-2015,03,9,2015,86,50,
RIV,9-03-2015,03,9,2015,86,59,
RIW,9-03-2015,03,9,2015,84,51,
RKP,9-03-2015,03,9,2015,91,79,
RKS,9-03-2015,03,9,2015,78,49,
RMG,9-03-2015,03,9,2015,91,68,
RNO,9-03-2015,03,9,2015,87,53,
ROA,9-03-2015,03,9,2015,90,66,
ROC,9-03-2015,03,9,2015,85,64,
ROW,9-03-2015,03,9,2015,97,65,
RRL,9-03-2015,03,9,2015,83,62,
RST,9-03-2015,03,9,2015,83,64,
RUT,9-03-2015,03,9,2015,86,61,
RVS,9-03-2015,03,9,2015,92,70,
RWF,9-03-2015,03,9,2015,85,65,
RWL,9-03-2015,03,9,2015,80,47,
SAC,9-03-2015,03,9,2015,85,56,
SAD,9-03-2015,03,9,2015,94,67,
SAN,9-03-2015,03,9,2015,74,64,
SAT,9-03-2015,03,9,2015,96,76,
SAV,9-03-2015,03,9,2015,89,73,
SBA,9-03-2015,03,9,2015,71,56,
SBM,9-03-2015,03,9,2015,85,66,
SBN,9-03-2015,03,9,2015,89,66,
SBP,9-03-2015,03,9,2015,73,55,
SBY,9-03-2015,03,9,2015,90,68,
SCK,9-03-2015,03,9,2015,84,57,
SDF,9-03-2015,03,9,2015,91,68,
SDL,9-04-2015,04,9,2015,61,41,
SDM,9-03-2015,03,9,2015,74,64,
SEA,9-03-2015,03,9,2015,72,54,
SEP,9-03-2015,03,9,2015,93,71,
SFB,9-03-2015,03,9,2015,89,76,
SFF,9-03-2015,03,9,2015,73,49,
SFO,9-03-2015,03,9,2015,67,57,
SGF,9-03-2015,03,9,2015,89,68,
SGR,9-03-2015,03,9,2015,93,76,
SGT,9-03-2015,03,9,2015,93,70,
SHR,9-03-2015,03,9,2015,86,49,
SHV,9-03-2015,03,9,2015,93,74,
SIY,9-03-2015,03,9,2015,83,48,
SJC,9-03-2015,03,9,2015,75,58,
SJN,9-03-2015,03,9,2015,83,54,
SJT,9-03-2015,03,9,2015,96,72,
SLC,9-03-2015,03,9,2015,85,61,
SLE,9-03-2015,03,9,2015,76,52,
SLK,9-03-2015,03,9,2015,81,55,
SLN,9-03-2015,03,9,2015,93,70,
SMO,9-03-2015,03,9,2015,70,62,
SMX,9-03-2015,03,9,2015,73,55,
SNA,9-03-2015,03,9,2015,79,61,
SNK,9-03-2015,03,9,2015,92,70,
SNP,9-03-2015,03,9,2015,53,48,
SNS,9-03-2015,03,9,2015,70,56,
SNY,9-03-2015,03,9,2015,90,56,
SPG,9-03-2015,03,9,2015,88,65,
SPI,9-03-2015,03,9,2015,93,69,
SPS,9-03-2015,03,9,2015,97,73,
SRC,9-03-2015,03,9,2015,93,69,
SRQ,9-03-2015,03,9,2015,89,75,
SSF,9-03-2015,03,9,2015,96,76,
SSI,9-03-2015,03,9,2015,91,72,
STC,9-03-2015,03,9,2015,84,62,
STE,9-03-2015,03,9,2015,84,62,
STJ,9-03-2015,03,9,2015,90,68,
STL,9-03-2015,03,9,2015,92,70,
STP,9-03-2015,03,9,2015,85,67,
STS,9-03-2015,03,9,2015,79,54,
SUE,9-03-2015,03,9,2015,82,66,
SUS,9-03-2015,03,9,2015,91,69,
SUX,9-03-2015,03,9,2015,85,67,
SVC,9-03-2015,03,9,2015,82,60,
SWO,9-03-2015,03,9,2015,93,70,
SYR,9-03-2015,03,9,2015,86,63,
TAD,9-03-2015,03,9,2015,87,55,
TCL,9-03-2015,03,9,2015,91,70,
TCS,9-03-2015,03,9,2015,89,64,
TLH,9-03-2015,03,9,2015,95,74,
TMB,9-03-2015,03,9,2015,91,78,
TOI,9-03-2015,03,9,2015,90,70,
TOL,9-03-2015,03,9,2015,88,66,
TOP,9-03-2015,03,9,2015,91,69,
TOR,9-03-2015,03,9,2015,89,55,
TPA,9-03-2015,03,9,2015,91,78,
TPH,9-03-2015,03,9,2015,82,52,
TQE,9-03-2015,03,9,2015,88,67,
TRI,9-03-2015,03,9,2015,90,65,
TRL,9-03-2015,03,9,2015,94,74,
TRM,9-03-2015,03,9,2015,101,72,
TTD,9-03-2015,03,9,2015,73,54,
TTN,9-03-2015,03,9,2015,92,66,
TUL,9-03-2015,03,9,2015,92,70,
TUP,9-03-2015,03,9,2015,89,70,
TUS,9-03-2015,03,9,2015,95,71,
TVC,9-03-2015,03,9,2015,88,66,
TVL,9-03-2015,03,9,2015,77,38,
TWF,9-03-2015,03,9,2015,80,51,
TXK,9-03-2015,03,9,2015,93,71,
TYR,9-03-2015,03,9,2015,97,72,
TYS,9-03-2015,03,9,2015,90,67,
UIN,9-03-2015,03,9,2015,93,70,
UKI,9-03-2015,03,9,2015,87,52,
UNO,9-03-2015,03,9,2015,91,65,
UVA,9-03-2015,03,9,2015,96,72,
VCT,9-03-2015,03,9,2015,94,74,
VEL,9-03-2015,03,9,2015,82,54,
VIH,9-03-2015,03,9,2015,89,67,
VLD,9-03-2015,03,9,2015,94,72,
VRB,9-03-2015,03,9,2015,91,75,
VSF,9-03-2015,03,9,2015,87,58,
VTN,9-03-2015,03,9,2015,89,61,
WAL,9-03-2015,03,9,2015,87,70,
WJF,9-03-2015,03,9,2015,89,58,
WMC,9-03-2015,03,9,2015,83,45,
WRL,9-03-2015,03,9,2015,89,49,
WVI,9-03-2015,03,9,2015,71,56,
XNA,9-03-2015,03,9,2015,89,68,
YAK,9-03-2015,03,9,2015,59,47,
YKM,9-03-2015,03,9,2015,78,49,
YNG,9-03-2015,03,9,2015,88,62,
ZZV,9-03-2015,03,9,2015,88,64,
ABE,9-04-2015,04,9,2015,87,63,
ABI,9-04-2015,04,9,2015,94,71,
ABQ,9-04-2015,04,9,2015,85,62,
ABR,9-04-2015,04,9,2015,83,61,
ABY,9-04-2015,04,9,2015,96,73,
ACT,9-04-2015,04,9,2015,96,75,
ACV,9-04-2015,04,9,2015,62,50,
ACY,9-04-2015,04,9,2015,83,68,
ADQ,9-04-2015,04,9,2015,59,52,
AEX,9-04-2015,04,9,2015,94,71,
AFW,9-04-2015,04,9,2015,96,75,
AGS,9-04-2015,04,9,2015,91,70,
AHN,9-04-2015,04,9,2015,90,68,
AIA,9-04-2015,04,9,2015,86,52,
AIG,9-04-2015,04,9,2015,83,60,
AKN,9-04-2015,04,9,2015,62,48,
AKO,9-04-2015,04,9,2015,86,58,
ALB,9-04-2015,04,9,2015,90,61,
ALI,9-04-2015,04,9,2015,96,73,
ALM,9-04-2015,04,9,2015,91,65,
ALO,9-04-2015,04,9,2015,87,65,
ALS,9-04-2015,04,9,2015,76,42,
ALW,9-04-2015,04,9,2015,78,54,
AMA,9-04-2015,04,9,2015,89,64,
AMG,9-05-2015,05,9,2015,59,36,
AMW,9-04-2015,04,9,2015,86,64,
ANB,9-04-2015,04,9,2015,90,69,
ANC,9-04-2015,04,9,2015,63,47,
ANN,9-04-2015,04,9,2015,62,51,
AOH,9-04-2015,04,9,2015,88,63,
AOO,9-04-2015,04,9,2015,80,60,
APC,9-04-2015,04,9,2015,78,53,
APF,9-04-2015,04,9,2015,93,77,
APN,9-04-2015,04,9,2015,87,63,
ARA,9-04-2015,04,9,2015,92,73,
ARM,9-05-2015,05,9,2015,68,38,
ART,9-04-2015,04,9,2015,85,62,
ASE,9-04-2015,04,9,2015,72,44,
AST,9-04-2015,04,9,2015,69,52,
ATL,9-04-2015,04,9,2015,90,69,
ATS,9-04-2015,04,9,2015,94,66,
ATW,9-04-2015,04,9,2015,85,64,
ATY,9-04-2015,04,9,2015,81,62,
AUG,9-04-2015,04,9,2015,83,61,
AUH,9-05-2015,05,9,2015,108,89,
AUM,9-04-2015,04,9,2015,85,64,
AUO,9-04-2015,04,9,2015,91,70,
AUS,9-04-2015,04,9,2015,95,74,
AUW,9-04-2015,04,9,2015,85,63,
AVL,9-04-2015,04,9,2015,84,62,
AVP,9-04-2015,04,9,2015,87,62,
AXN,9-04-2015,04,9,2015,79,62,
AZO,9-04-2015,04,9,2015,88,65,
BBW,9-04-2015,04,9,2015,89,61,
BDL,9-04-2015,04,9,2015,88,62,
BDR,9-04-2015,04,9,2015,85,68,
BDU,9-05-2015,05,9,2015,54,39,
BEH,9-04-2015,04,9,2015,86,66,
BET,9-04-2015,04,9,2015,56,47,
BFD,9-04-2015,04,9,2015,87,58,
BFL,9-04-2015,04,9,2015,90,63,
BGD,9-04-2015,04,9,2015,91,67,
BGM,9-04-2015,04,9,2015,85,60,
BGR,9-04-2015,04,9,2015,85,60,
BHK,9-05-2015,05,9,2015,92,59,
BHM,9-04-2015,04,9,2015,90,69,
BIH,9-04-2015,04,9,2015,91,49,
BIL,9-04-2015,04,9,2015,76,51,
BIS,9-04-2015,04,9,2015,81,56,
BKE,9-04-2015,04,9,2015,73,37,
BKW,9-04-2015,04,9,2015,82,62,
BLF,9-04-2015,04,9,2015,81,61,
BLH,9-04-2015,04,9,2015,101,73,
BLI,9-04-2015,04,9,2015,72,52,
BMG,9-04-2015,04,9,2015,88,64,
BMI,9-04-2015,04,9,2015,90,67,
BNA,9-04-2015,04,9,2015,89,68,
BNO,9-04-2015,04,9,2015,75,38,
BOI,9-04-2015,04,9,2015,79,54,
BOS,9-04-2015,04,9,2015,84,65,
BPI,9-04-2015,04,9,2015,73,39,
BPK,9-04-2015,04,9,2015,90,68,
BRL,9-04-2015,04,9,2015,89,67,
BRO,9-04-2015,04,9,2015,93,76,
BRW,9-04-2015,04,9,2015,39,34,
BTL,9-04-2015,04,9,2015,88,65,
BTM,9-04-2015,04,9,2015,67,39,
BTR,9-04-2015,04,9,2015,95,73,
BTT,9-04-2015,04,9,2015,55,40,
BTV,9-04-2015,04,9,2015,88,63,
BUF,9-04-2015,04,9,2015,90,63,
BUR,9-04-2015,04,9,2015,79,61,
BVO,9-04-2015,04,9,2015,91,67,
BVX,9-04-2015,04,9,2015,91,68,
BWG,9-04-2015,04,9,2015,87,69,
BWI,9-04-2015,04,9,2015,87,70,
BYG,9-04-2015,04,9,2015,79,54,
BYI,9-04-2015,04,9,2015,74,48,
BZN,9-04-2015,04,9,2015,71,46,
CAE,9-04-2015,04,9,2015,93,71,
CAG,9-05-2015,05,9,2015,84,64,
CAK,9-04-2015,04,9,2015,92,64,
CCR,9-04-2015,04,9,2015,80,56,
CCY,9-04-2015,04,9,2015,85,64,
CDB,9-04-2015,04,9,2015,56,49,
CDC,9-04-2015,04,9,2015,80,51,
CDR,9-04-2015,04,9,2015,87,54,
CDS,9-04-2015,04,9,2015,94,70,
CEC,9-04-2015,04,9,2015,64,51,
CEZ,9-04-2015,04,9,2015,81,49,
CGI,9-04-2015,04,9,2015,89,68,
CGZ,9-04-2015,04,9,2015,99,73,
CHA,9-04-2015,04,9,2015,88,67,
CHO,9-04-2015,04,9,2015,87,64,
CHS,9-04-2015,04,9,2015,90,73,
CID,9-04-2015,04,9,2015,89,65,
CKV,9-04-2015,04,9,2015,88,67,
CLE,9-04-2015,04,9,2015,85,69,
CLL,9-04-2015,04,9,2015,94,74,
CLT,9-04-2015,04,9,2015,90,68,
CMA,9-05-2015,05,9,2015,74,49,
CMH,9-04-2015,04,9,2015,90,65,
CMI,9-04-2015,04,9,2015,89,66,
CMY,9-04-2015,04,9,2015,88,62,
CNM,9-04-2015,04,9,2015,96,67,
CNO,9-04-2015,04,9,2015,85,58,
CNU,9-04-2015,04,9,2015,90,68,
CNY,9-04-2015,04,9,2015,89,61,
COD,9-04-2015,04,9,2015,72,52,
CON,9-04-2015,04,9,2015,88,59,
COS,9-04-2015,04,9,2015,83,56,
COU,9-04-2015,04,9,2015,90,67,
CPR,9-04-2015,04,9,2015,82,48,
CPS,9-04-2015,04,9,2015,91,69,
CPT,9-05-2015,05,9,2015,79,56,
CRE,9-04-2015,04,9,2015,88,71,
CRG,9-04-2015,04,9,2015,95,78,
CRP,9-04-2015,04,9,2015,92,77,
CRS,9-04-2015,04,9,2015,94,74,
CRW,9-04-2015,04,9,2015,88,65,
CSG,9-04-2015,04,9,2015,94,72,
CSM,9-04-2015,04,9,2015,92,68,
CSV,9-04-2015,04,9,2015,84,66,
CTB,9-04-2015,04,9,2015,65,41,
CTY,9-04-2015,04,9,2015,93,76,
CUB,9-04-2015,04,9,2015,93,71,
CVG,9-04-2015,04,9,2015,88,65,
CXO,9-04-2015,04,9,2015,93,75,
CYS,9-04-2015,04,9,2015,80,52,
DAB,9-04-2015,04,9,2015,89,75,
DAG,9-04-2015,04,9,2015,96,65,
DAL,9-04-2015,04,9,2015,96,76,
DAN,9-04-2015,04,9,2015,88,66,
DAY,9-04-2015,04,9,2015,89,67,
DBQ,9-04-2015,04,9,2015,87,64,
DCA,9-04-2015,04,9,2015,89,69,
DCU,9-04-2015,04,9,2015,89,67,
DDC,9-04-2015,04,9,2015,91,64,
DEC,9-04-2015,04,9,2015,91,67,
DEN,9-04-2015,04,9,2015,84,57,
DFI,9-04-2015,04,9,2015,89,64,
DFW,9-04-2015,04,9,2015,96,76,
DGW,9-04-2015,04,9,2015,83,49,
DHN,9-04-2015,04,9,2015,96,72,
DHT,9-04-2015,04,9,2015,92,62,
DIK,9-04-2015,04,9,2015,77,51,
DLH,9-04-2015,04,9,2015,76,61,
DLN,9-04-2015,04,9,2015,70,43,
DMN,9-04-2015,04,9,2015,90,63,
DMO,9-04-2015,04,9,2015,91,68,
DRA,9-04-2015,04,9,2015,90,62,
DRO,9-04-2015,04,9,2015,77,48,
DRT,9-04-2015,04,9,2015,99,76,
DSM,9-04-2015,04,9,2015,88,68,
DTO,9-04-2015,04,9,2015,87,70,
DTW,9-04-2015,04,9,2015,88,66,
DUG,9-04-2015,04,9,2015,88,60,
DUJ,9-04-2015,04,9,2015,86,62,
DVL,9-04-2015,04,9,2015,75,58,
DVN,9-04-2015,04,9,2015,89,66,
DVT,9-04-2015,04,9,2015,101,79,
DWH,9-04-2015,04,9,2015,93,75,
DYR,9-05-2015,05,9,2015,45,39,
EAR,9-04-2015,04,9,2015,88,63,
EAT,9-04-2015,04,9,2015,78,57,
EAU,9-04-2015,04,9,2015,85,64,
ECG,9-04-2015,04,9,2015,85,69,
EED,9-04-2015,04,9,2015,103,77,
EKN,9-04-2015,04,9,2015,83,59,
EKO,9-04-2015,04,9,2015,79,44,
ELD,9-04-2015,04,9,2015,92,69,
ELM,9-04-2015,04,9,2015,87,59,
ELP,9-04-2015,04,9,2015,93,70,
ELY,9-04-2015,04,9,2015,78,43,
EMP,9-04-2015,04,9,2015,89,66,
ENW,9-04-2015,04,9,2015,86,66,
EPH,9-04-2015,04,9,2015,77,53,
ERI,9-04-2015,04,9,2015,84,66,
ERV,9-04-2015,04,9,2015,94,70,
EST,9-04-2015,04,9,2015,82,62,
EUG,9-04-2015,04,9,2015,76,51,
EVV,9-04-2015,04,9,2015,90,67,
EVW,9-04-2015,04,9,2015,72,47,
EWN,9-04-2015,04,9,2015,88,69,
EWR,9-04-2015,04,9,2015,89,69,
EYW,9-04-2015,04,9,2015,88,82,
FAI,9-04-2015,04,9,2015,59,43,
FAR,9-04-2015,04,9,2015,83,61,
FAT,9-04-2015,04,9,2015,89,59,
FAY,9-04-2015,04,9,2015,90,68,
FCM,9-04-2015,04,9,2015,84,67,
FDR,9-04-2015,04,9,2015,95,71,
FFT,9-04-2015,04,9,2015,88,65,
FKA,9-04-2015,04,9,2015,84,63,
FLD,9-04-2015,04,9,2015,87,65,
FLG,9-04-2015,04,9,2015,72,46,
FLL,9-04-2015,04,9,2015,89,78,
FLO,9-04-2015,04,9,2015,92,70,
FLP,9-04-2015,04,9,2015,91,67,
FMY,9-04-2015,04,9,2015,90,76,
FNB,9-05-2015,05,9,2015,64,49,
